product_name,urun_adi,url,fiyat_tl,puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü,ekran_ekran_çözünürlüğü_standardı,ekran_piksel_yoğunluğu,ekran_ekran_yenileme_hızı,ekran_ekran_oranı_aspect_ratio,ekran_ekran_alanı,ekran_ekran_özellikleri,ekran_ekran_dayanıklılığı,ekran_renk_sayısı,ekran_ekran___gövde_oranı,batarya_batarya_kapasitesi_tipik,batarya_video_oynatma,batarya_şarj,batarya_batarya_teknolojisi,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_hızlı_şarj_özellikleri,batarya_kablosuz_şarj,batarya_değişir_batarya,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_kamera_özellikleri,kamera_flaş,kamera_diyafram_açıklığı,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_video_kayıt_özellikleri,kamera_video_kayıt_seçenekleri,kamera_ağır_çekim_kayıt_seçenekleri,kamera_i̇kinci_arka_kamera,kamera_i̇kinci_arka_kamera_çözünürlüğü,kamera_i̇kinci_arka_kamera_diyafram,kamera_i̇kinci_arka_kamera_özellikleri,kamera_ön_kamera_çözünürlüğü,kamera_ön_kamera_video_çözünürlüğü,kamera_ön_kamera_fps_değeri,kamera_ön_kamera_diyafram_açıklığı,kamera_ön_kamera_özellikleri,temel_donanim_yonga_seti_chipset,temel_donanim_cpu_frekansı,temel_donanim_cpu_çekirdeği,temel_donanim_ana_i̇şlemci_cpu,temel_donanim_1._yardımcı_i̇şlemci,temel_donanim_i̇şlemci_mimarisi,temel_donanim_grafik_i̇şlemcisi_gpu,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_geekbench_6_single_core,temel_donanim_geekbench_6_multi_core,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,temel_donanim_hafıza_kartı_desteği,temel_donanim_diğer_hafıza_seçenekleri,tasarim_boy,tasarim_en,tasarim_kalınlık,tasarim_ağırlık,tasarim_renk_seçenekleri,tasarim_gövde_malzemesi_kapak,tasarim_gövde_malzemesi_çerçeve,ağ_bağlantilari_2g,ağ_bağlantilari_3g,ağ_bağlantilari_4g,ağ_bağlantilari_4g_özellikleri,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_5g,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_versiyonu,kablosuz_bağlantilar_wi_fi_kanalları,kablosuz_bağlantilar_wi_fi_özellikleri,kablosuz_bağlantilar_nfc,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_kızılötesi,kablosuz_bağlantilar_navigasyon_özellikleri,çoklu_ortam_radyo,çoklu_ortam_hoparlör_özellikleri,çoklu_ortam_ses_çıkışı,özelli̇kler_suya_dayanıklılık,özelli̇kler_suya_dayanıklılık_seviyesi,özelli̇kler_toza_dayanıklılık,özelli̇kler_toza_dayanıklılık_seviyesi,özelli̇kler_görüntülü_konuşma_uygulama,özelli̇kler_sensörler,özelli̇kler_parmak_izi_okuyucu,özelli̇kler_bildirim_işığı_led,özelli̇kler_sar_değeri_10g_baş,özelli̇kler_sar_değeri_10g_vücut,özelli̇kler_servis_ve_uygulamalar,özelli̇kler_kutu_i̇çeriği,di̇ğer_bağlantilar_usb_versiyonu,di̇ğer_bağlantilar_usb_bağlantı_tipi,di̇ğer_bağlantilar_usb_özellikleri,di̇ğer_bağlantilar_hat_sayısı,di̇ğer_bağlantilar_sim,temel_bi̇lgi̇ler_çıkış_yılı,temel_bi̇lgi̇ler_duyurulma_tarihi,temel_bi̇lgi̇ler_seri,temel_bi̇lgi̇ler_alt_seri,batarya_müzik_oynatma,temel_donanim_antutu_puanı_v11,i̇şleti̇m_si̇stemi̇_yükseltilebilir_versiyon,kamera_üçüncü_arka_kamera,kamera_üçüncü_arka_kamera_çözünürlüğü,kamera_üçüncü_arka_kamera_diyafram,kamera_üçüncü_arka_kamera_özellikleri,temel_donanim_dahili_depolama_biçimi,ağ_bağlantilari_2g_frekansları,ağ_bağlantilari_3g_frekansları,ağ_bağlantilari_4g_frekansları,i̇şleti̇m_si̇stemi̇_kullanıcı_arayüzü,i̇şleti̇m_si̇stemi̇_lansman_arayüz_versiyonu,özelli̇kler_parmak_izi_okuyucu_özellikleri,kamera_kamera_sensör_boyutu,temel_donanim_ram_tipi
Apple iPhone 17,Apple iPhone 17,https://www.epey.com/akilli-telefonlar/apple-iphone-17.html,70799.0,86.0,6.3 İnç,OLED,1206x2622 (FHD+) Piksel,FHD+,460 PPI,120 Hz,19.5:9,96.31 cm²,Low-Temperature Polycrystalline Oxide (LTPO) | Dolby Vision | HDR | Çizilmeye Dirençli Cam | HDR10 | Multi Touch | DCI-P3 Renk Uzayı | Oleophobic Coating | Çerçevesiz Tasarım | Sürekli Açık Ekran (Always-on Display) | Ekran İçinde Ön Kamera | HLG | Super Retina XDR Display | True Tone Ekran | 2.000.000:1 Kontrast Oranı (Tipik) | 1000 cd/m² (nit) Parlaklık | 1600 cd/m² (nit) Parlaklık (HDR) | 3000 cd/m² (nit) Parlaklık (Maks.),Corning Ceramic Shield Glass (Gen2),16 Milyon,90.04 %,3692 mAh,27 Saat,USB Type-C,Lithium Ion (Li-Ion),Var,40 W,Hızlı Şarj (40W),Var,Yok,48 MP,Var,Focus Pixels Otomatik Odaklama | Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Safir Kristal Objektif Kapağı | HDR | Yapay Zeka (AI) Sahne Algılama | Live Photos | Panorama | Fiziki Denklanşör Tuşu | Otomatik Odaklama | Sesli komut | Kırmızı Göz (Red-eye) Düzeltme | Dahili QR Kod Okuyucu | Seri Çekim (Burst) Modu | Zamanlayıcı | 1.0μm (2.0μm) Piksel,LED,F1.6,2160p (Ultra HD) 4K,60 fps,Dolby Vision Kayıt | HDR | HDR (4K) | Dijital görüntü sabitleyici (EIS) | HDR (4K) 60fps | Stereo Ses Kaydı | Sürekli Otomatik Odaklama | Time-lapse (Hyperlapse) | Video Yakınlaştırma | Yavaş Çekim Video Kayıt (Slow motion video),720p @ 30fps | 1080p @ 25fps | 1080p @ 30fps | 1080p @ 60fps | 2160p @ 24fps | 2160p @ 25fps | 2160p @ 30fps | 2160p @ 60fps,1080p @ 120fps | 1080p @ 240fps,Var,48 MP,F2.2,Ekstra Geniş Açı | Makro (Macro) Çekim | Otomatik Odaklama | Ekstra Geniş Açı (120°) | 0.7μm (1.4μm) Piksel | 13mm,18 MP,2160p (Ultra HD) 4K,60 fps,F1.9,Otomatik Odaklama | Portre Modu | TrueDepth Camera | HDR | Sanal Flaş | Video HDR Dolby Vision | Yavaş Çekim (Slow Motion) Video Kayıt | Time-lapse (Hyperlapse) | Zamanlayıcı (self-timer) | Animoji | Dijital görüntü sabitleyici (EIS) | Live Photos | Pozlama Kontrolü | Seri Çekim (Burst) Modu | Video HDR | Yüz Algılama | 1080p @ 120fps Kayıt,Apple A19,4.26 GHz,6 Çekirdek,2x 4.26 GHz,4x 2.50 GHz,64-bit,5x Apple GPU,3 nm,2.542.200 Puan,3.695 Puan,9.425 Puan,8 GB,256 GB,Yok,256/512GB Depolama seçeneği var,149.6 mm,71.5 mm,7.95 mm,177 Gram,Siyah | Beyaz | Mavi | Mor | Yeşil,Cam,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,iOS,iOS 26,Wi-Fi 7 (802.11 a/b/g/n/ac/ax/be),Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | Thread Networking Protocol | 2X MIMO | MIMO | Wi-Fi Hotspot,Var,6.0,Yok,GPS | BDS | GLONASS | Galileo | QZSS | Dual-Frequency GPS | NavIC,Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX8,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü | Barometre | Ortam Işığı Sensörü (Arka),Yok,Yok,1.49 W/kg,1.49 W/kg,AirPlay | Apple Pay | Arttırılmış Gerçeklik (Augmented Reality-AR) Uyumu | Dolby Atmos | Ekran Yansıtma (Screen Mirroring) | Face ID | FaceTime | Gürültü Önleyici 2 Mikrofon | iCloud Drive | Kısayol Tuşu (Kişiselleştirilebilir) | Kısayol Tuşu (Sessiz Mod) | MagSafe | Siri | Trafik Kazası Algılama | Ultra Geniş Bant (UWB) | Yüz Tanımlama | Yüz Tanımlama (3D),SIM Çıkartma İğnesi | USB Kablosu (Type-C'den Type-C'ye),2.0,USB Type-C,DisplayPort | Kulaklık Ses Çıkışı,Çift Hat,eSIM | Nano-SIM (4FF),2025,"2025, Eylül",Apple iPhone 17,Apple iPhone 17,,,,,,,,,,,,,,,,
Apple iPhone 15,Apple iPhone 15,https://www.epey.com/akilli-telefonlar/apple-iphone-15.html,47399.0,73.0,6.1 İnç,OLED,1179x2556 (FHD+) Piksel,FHD+,460 PPI,60 Hz,19.5:9,90.41 cm²,Dolby Vision | HDR | Çizilmeye Dirençli Cam | HDR10 | Multi Touch | DCI-P3 Renk Uzayı | Oleophobic Coating | Çerçevesiz Tasarım | Ekran İçinde Ön Kamera | HLG | Super Retina XDR Display | True Tone Ekran | 2.000.000:1 Kontrast Oranı (Tipik) | 1000 cd/m² (nit) Parlaklık | 1600 cd/m² (nit) Parlaklık (HDR) | 2000 cd/m² (nit) Parlaklık (Maks.),Corning Ceramic Shield Glass,16 Milyon,85.55 %,3349 mAh,16 Saat,USB Type-C,Lithium Ion (Li-Ion),Var,20 W,Hızlı Şarj (20W),Var,Yok,48 MP,Var,Focus Pixels Otomatik Odaklama | Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Safir Kristal Objektif Kapağı | HDR | Yapay Zeka (AI) Sahne Algılama | Live Photos | Panorama | Otomatik Odaklama | Sesli komut | Kırmızı Göz (Red-eye) Düzeltme | Dahili QR Kod Okuyucu | Seri Çekim (Burst) Modu | Zamanlayıcı | 2.00µm Piksel,LED,F1.6,2160p (Ultra HD) 4K,60 fps,Dolby Vision Kayıt | HDR | HDR (4K) | Dijital görüntü sabitleyici (EIS) | Stereo Ses Kaydı | Sürekli Otomatik Odaklama | Time-lapse (Hyperlapse) | Video Yakınlaştırma | Yavaş Çekim Video Kayıt (Slow motion video),1080p @ 25fps | 1080p @ 30fps | 1080p @ 60fps | 2160p @ 24fps | 2160p @ 25fps | 2160p @ 30fps | 2160p @ 60fps,1080p @ 120fps | 1080p @ 240fps,Var,12 MP,F2.4,Ekstra Geniş Açı | Ekstra Geniş Açı (120°) | 13mm,12 MP,2160p (Ultra HD) 4K,60 fps,F1.9,Otomatik Odaklama | Portre Modu | TrueDepth Camera | HDR | Sanal Flaş | Video HDR Dolby Vision | Yavaş Çekim (Slow Motion) Video Kayıt | Time-lapse (Hyperlapse) | Zamanlayıcı (self-timer) | Animoji | Dijital görüntü sabitleyici (EIS) | Live Photos | Pozlama Kontrolü | Seri Çekim (Burst) Modu | Video HDR | Yüz Algılama | 1080p @ 120fps Kayıt,Apple A16 Bionic,3.46 GHz,6 Çekirdek,2x 3.46 GHz Everest,4x 2.0 GHz Sawtooth,64-bit,5x Apple GPU,4 nm,1.753.700 Puan,2.655 Puan,7.070 Puan,6 GB,128 GB,Yok,128/256/512GB Depolama seçeneği var,147.6 mm,71.6 mm,7.8 mm,171 Gram,Siyah | Mavi | Pembe | Sarı | Yeşil,Cam,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,iOS,iOS 17,Wi-Fi 6 (802.11 a/b/g/n/ac/ax),Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | 2X MIMO | MIMO | Wi-Fi Hotspot,Var,5.3,Yok,GPS | BDS | GLONASS | Galileo | QZSS,Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX8,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü | Barometre | Ortam Işığı Sensörü (Arka),Yok,Yok,0.98 W/kg,0.98 W/kg,AirPlay | Apple Pay | Arttırılmış Gerçeklik (Augmented Reality-AR) Uyumu | Dolby Atmos | Ekran Yansıtma (Screen Mirroring) | Face ID | FaceTime | Gürültü Önleyici 2 Mikrofon | iCloud Drive | Kısayol Tuşu (Sessiz Mod) | MagSafe | Siri | Trafik Kazası Algılama | Ultra Geniş Bant (UWB) | Yüz Tanımlama | Yüz Tanımlama (3D),SIM Çıkartma İğnesi | USB Kablosu (Type-C'den Type-C'ye),2.0,USB Type-C,DisplayPort | Kulaklık Ses Çıkışı,Çift Hat,eSIM | Nano-SIM (4FF),2023,"2023, Eylül",Apple iPhone 15,Apple iPhone 15,80 Saat,1.649.600 Puan,iOS 26,,,,,,,,,,,,,
Samsung Galaxy S25 FE,Samsung Galaxy S25 FE,https://www.epey.com/akilli-telefonlar/samsung-galaxy-s25-fe.html,32568.65,79.0,6.7 İnç,Dynamic AMOLED,1080x2340 (FHD+) Piksel,FHD+,385 PPI,120 Hz,19.5:9,109.94 cm²,HDR | HDR10+ | Çizilmeye Dirençli Cam | HDR10 | Dynamic AMOLED 2X | Multi Touch | Çerçevesiz Tasarım | Sürekli Açık Ekran (Always-on Display) | Ekran İçinde Ön Kamera | 1900 cd/m² (nit) Parlaklık (Maks.),Corning Gorilla Glass Victus+,16 Milyon,88.98 %,4900 mAh,28 Saat,USB Type-C,Lithium Ion (Li-Ion),Var,45 W,Hızlı Şarj (45W),Var,Yok,50 MP,Var,Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Phase Detect Auto-Focus - PDAF (Dual Pixel) | HDR | Yapay Zeka (AI) Sahne Algılama | Perde Hızı (Shutter Speed) Kontrolü | Panorama | RAW Kayıt Yapabilme | Otomatik Odaklama | Sesli komut | Dahili QR Kod Okuyucu | Perde hızı (Shutter Speed): 30 sn | Seri Çekim (Burst) Modu | Zamanlayıcı | 84° Açılı,LED,F1.8,4320p (Ultra HD) 8K,30 fps,HDR | HDR10+ | Dijital görüntü sabitleyici (EIS) | Odak Takibi | Portre Modu (Bokeh) | Time-lapse (Hyperlapse) | Yavaş Çekim Video Kayıt (Slow motion video) | 10-bit HDR,720p @ 30fps | 1080p @ 120fps | 1080p @ 30fps | 1080p @ 60fps | 2160p @ 30fps | 2160p @ 60fps | 4320p @ 24fps | 4320p @ 30fps,1080p @ 120fps | 1080p @ 240fps | 2160p @ 120fps,Var,12 MP,F2.2,Ekstra Geniş Açı | Ekstra Geniş Açı (123°),12 MP,2160p (Ultra HD) 4K,60 fps,F2.2,Portre Modu | Video Kayıtta Portre Modu | HDR | Sanal Flaş | Sesle Komut | Yavaş Çekim (Slow Motion) Video Kayıt | Gesture Shot | Time-lapse (Hyperlapse) | Yapay Zeka (AI) İyileştirme | Zamanlayıcı (self-timer) | Dijital görüntü sabitleyici (EIS) | 80° Açılı,Samsung Exynos 2400,3.2 GHz,10 Çekirdek,1x 3.2 GHz ARM Cortex-X4,2x 2.9 GHz ARM Cortex-A720 | 3x 2.6 GHz ARM Cortex-A720,64-bit,Samsung Xclipse 940,4 nm,1.810.600 Puan,2.155 Puan,7.005 Puan,8 GB,256 GB,Yok,128/256/512GB Depolama seçeneği var,161.3 mm,76.6 mm,7.4 mm,190 Gram,Siyah | Beyaz | Mavi | Lacivert,Cam,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,Android,Android 16 (B),Wi-Fi 6E (802.11 a/b/g/n/ac/ax),3 Band (2.4/5/6GHz) | Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | 1024QAM | MIMO | HE160 | Wi-Fi Direct | Wi-Fi Hotspot,Var,5.4,Yok,GPS | BDS | GLONASS | Galileo | QZSS | NavIC,Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX8,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü | Hall Sensörü | Barometre,Var,Yok,0.544 W/kg,1.575 W/kg,Çocuk Modu | Dolby Atmos | Ekran Yansıtma (Screen Mirroring) | Ekrana Çift Dokunarak Açma (KnockON) | Kablosuz Şarj ile Başka Cihazları Şarj Edebilme | Karanlık Mod (Dark Mode) | Kolay Arayüz (Easy Mode) | Samsung DeX | Samsung KNOX | Sanal RAM Artırma (8GB) | Tek Elde Kullanım Modu | Vapor-Chamber Soğutma | Yüz Tanımlama | 7 Yıl Güncelleme Garantisi | 7 Yıl Güvenlik Güncellemesi Garantisi,SIM Çıkartma İğnesi | USB Kablosu (Type-C'den Type-C'ye),USB 3.2 Gen 1 (USB 3.0),USB Type-C,USB On-the-go (OTG) | DisplayPort | DisplayPort (4K@60fps),Çift Hat,eSIM | Nano-SIM (4FF),2025,"2025, Eylül",Samsung Galaxy S,Samsung Galaxy S25,,2.146.400 Puan,,Var,8 MP,F2.4,Telephoto | Optik Görüntü Sabitleyici (OIS) | Optik Zoom (3x) | 30x Dijital Zoom | 32˚ Açılı,UFS 4.0,850 MHz900 MHz1800 MHz1900 MHz,850 (band 5) MHz900 (band 8) MHz1900 (band 2) MHz2100 (band 1) MHz,700 (band 12) MHz | 700 (band 13) MHz | 700 (band 17) MHz | 700 (band 28) MHz | 800 (band 18) MHz | 800 (band 19) MHz | 800 (band 20) MHz | 850 (band 26) MHz | 850 (band 5) MHz | 900 (band 8) MHz | 1500 (band 32) MHz | 1700 (band 66) MHz | 1700/2100 (band 4) MHz | 1800 (band 3) MHz | 1900 (band 2) MHz | 1900 (band 25) MHz | 2100 (band 1) MHz | 2600 (band 7) MHz,Samsung One UI,Samsung One UI 8,Ekran İçinde,,
Xiaomi 15T Pro,Xiaomi 15T Pro,https://www.epey.com/akilli-telefonlar/xiaomi-15t-pro-512gb.html,40135.0,93.0,6.83 İnç,AMOLED,1280x2772 (FHD+) Piksel,FHD+,447 PPI,144 Hz,19.5:9,114.3 cm²,Dolby Vision | HDR | HDR10+ | Çizilmeye Dirençli Cam | HDR10 | Multi Touch | Eldiven Uyumu (GloveTouch) | DCI-P3 Renk Uzayı | Islak Parmak Algılama | Çerçevesiz Tasarım | Sürekli Açık Ekran (Always-on Display) | DC Dimming | DCI-P3 100% | Ekran İçinde Ön Kamera | 5.000.000:1 Kontrast Oranı | 12bit Renk Derinliği | 480 Hz Screen Touch Response | 600 cd/m² (nit) Parlaklık | 1800 cd/m² (nit) Parlaklık (HBM) | 2560 Hz Instant Touch Sampling Rate | 3200 cd/m² (nit) Parlaklık (Maks.),Corning Gorilla Glass 7i,68 Milyar,90.18 %,5500 mAh,,USB Type-C,Li-ion Polymer (Li-Po),Var,90 W,USB-PD 2.0 (Power Delivery) | USB-PD 3.0 (Power Delivery) | Hızlı Şarj (90W) | Programmable Power Supply (PPS),Var,Yok,50 MP,Var,Portre Modu (Bokeh) | Phase Detect Auto-Focus (PDAF) | Leica Optik | Color temperature sensor | Flicker Sensör | Yapay Zeka (AI) Destekli Portre Modu | HDR | Yapay Zeka (AI) Sahne Algılama | Perde Hızı (Shutter Speed) Kontrolü | Panorama | RAW Kayıt Yapabilme | Otomatik Odaklama | Sesli komut | Dahili QR Kod Okuyucu | Leica SUMMILUX Lens | Omnivision OV50H  Sensör | Seri Çekim (Burst) Modu | Zamanlayıcı | 1.2μm (2.4μm) Piksel | 7 Elementli Lens | 85° Açılı,2 LED,F1.62,4320p (Ultra HD) 8K,30 fps,HDR | HDR (4K) | HDR10+ | Dijital görüntü sabitleyici (EIS) | Time-lapse (Hyperlapse) | Yavaş Çekim Video Kayıt (Slow motion video) | 10-bit LOG,720p @ 30fps | 1080p @ 30fps | 1080p @ 60fps | 2160p @ 120fps | 2160p @ 30fps | 2160p @ 60fps | 4320p @ 30fps,720p @ 120fps | 720p @ 240fps | 720p @ 960fps | 1080p @ 120fps | 1080p @ 240fps | 1080p @ 960fps,Var,12 MP,F2.2,Ekstra Geniş Açı | Ekstra Geniş Açı (120°) | Omnivision OV13B Sensör | 1/3.06 Sensör Boyutu | 1.12μm Piksel | 5 Elementli Lens | 15mm,32 MP,2160p (Ultra HD) 4K,30 fps,F2.2,Portre Modu | HDR10+ | HDR | Sanal Flaş | Sesle Komut | Yavaş Çekim (Slow Motion) Video Kayıt | Gesture Shot | Time-lapse (Hyperlapse) | Zamanlayıcı (self-timer) | Dijital görüntü sabitleyici (EIS) | Seri Çekim (Burst) Modu | Video HDR | 0.64μm (1.28μm) Piksel | 4 Elementli Lens | 21mm | 1080p @ 60fps Kayıt,MediaTek Dimensity 9400+,3.73 GHz,8 Çekirdek,1x 3.73 GHz ARM Cortex-X925,3x 3.3 GHz ARM Cortex-X4,64-bit,Immortalis-G925 MC12,3 nm,2.393.700 Puan,2.730 Puan,8.630 Puan,12 GB,512 GB,Yok,256/512GB/1TB Depolama seçeneği var,162.7 mm,77.9 mm,7.96 mm,210 Gram,Siyah | Altın | Gri,Fiberglass,Alüminyum,Var,Var,Var,VoLTE (Voice over LTE) Desteği,Var,Var,Android,Android 15 (V),Wi-Fi 7 (802.11 a/b/g/n/ac/ax/be),3 Band (2.4/5/6GHz) | Dual-Band (5GHz) | VoWiFi (Wi-Fi Araması) | Wi-Fi Display | 2X MIMO | MU-MIMO | MIMO | Wi-Fi Direct | Wi-Fi Hotspot | MiraCast | Multi-Link Operation (MLO),Var,6.0,Var,GPS | A-GPS | BDS | GLONASS | Galileo | QZSS | Dual-Frequency GPS | GPS (L1 + L5) | QZSS (L1 + L5) | Galileo (E1 + E5a + E5b) | NavIC,Yok,Stereo | Çift Hoparlör,USB Type-C,Var,IPX8,Var,IP6X,Var,İvmeölçer | Jiroskop | Yakınlık Sensörü | Pusula | Ortam Işığı Sensörü,Var,Yok,0.989 W/kg,0.994 W/kg,Dolby Atmos | Ekran Yansıtma (Screen Mirroring) | Ekrana Çift Dokunarak Açma (KnockON) | Gürültü Önleyici 3 Mikrofon | Hi-Res Audio Sertifikası | HWA (Hi-Res Wireless Audio) | Karanlık Mod (Dark Mode) | Sanal RAM Artırma (12GB) | Tek Elde Kullanım Modu | Ters Şarj (5W) | Yüz Tanımlama | 3D IceLoop Soğutma | 5 Yıl Güncelleme Garantisi | 6 Yıl Güvenlik Güncellemesi Garantisi,Arka Kapak Kılıfı | SIM Çıkartma İğnesi | USB Güç Adaptörü (90W) | USB Kablosu,2.0,USB Type-C,USB On-the-go (OTG),Çift Hat,eSIM | Nano-SIM (4FF),2025,"2025, Eylül",Xiaomi 15,Xiaomi 15T,,2.983.000 Puan,Android 16 (B),Var,50 MP,F3.0,"Telephoto | Optik Görüntü Sabitleyici (OIS) | Otomatik Odaklama | Phase Detect Auto-Focus (PDAF) | Dijital görüntü sabitleyici (EIS) | HDR | Hibrit Zoom (10x) | Optik Zoom (5x) | Samsung ISOCELL JN5 Sensör | 0.64μm Piksel Boyutu | 1/2.75"" Sensör Boyutu | 4 Elementli Lens | 21° Açılı | 100x Dijital Zoom | 115mm",UFS 4.1,850 MHz900 MHz1800 MHz1900 MHz,(band 19) MHz800 (band 6) MHz850 (band 5) MHz900 (band 8) MHz1700 (band 4) MHz1900 (band 2) MHz2100 (band 1) MHz,600 (band 71) MHz | 700 (band 12) MHz | 700 (band 13) MHz | 700 (band 17) MHz | 700 (band 28) MHz | 800 (band 18) MHz | 800 (band 19) MHz | 800 (band 20) MHz | 850 (band 26) MHz | 850 (band 5) MHz | 900 (band 8) MHz | 1500 (band 32) MHz | 1700 (band 66) MHz | 1700/2100 (band 4) MHz | 1800 (band 3) MHz | 1900 (band 2) MHz | 1900 (band 25) MHz | 2100 (band 1) MHz | 2600 (band 7) MHz,HyperOS,HyperOS 2.0,Ekran İçinde,1/1.31 İnç,LPDDR5X
